x,y,index2,expensive_price,fs_propensity
137287.5,458687.5,0,1,0.803500787648916
137287.5,458662.5,1,0,-1.4253117008481317
137237.5,458612.5,2,1,0.594684417491655
136087.5,458462.5,3,0,0.46178646941142176
136012.5,458437.5,4,1,-1.7693850350402807
136237.5,458387.5,5,1,0.4916935992458451
136087.5,458362.5,6,0,-0.6237213320004322
136062.5,458337.5,7,1,-0.6684252892744609
136137.5,458337.5,8,0,-1.4220165062017398
136187.5,458337.5,9,1,-1.0930360315912497
137012.5,458187.5,10,1,-0.08395596933757687
134812.5,458062.5,11,0,-1.5837022479031697
137712.5,457662.5,12,0,-1.6960625303119206
137737.5,457637.5,13,0,-1.3431213394223
137762.5,457637.5,14,1,1.6106206116626507
137787.5,457637.5,15,0,-1.9815858087942417
135587.5,457612.5,16,1,-1.104271269706321
135712.5,457537.5,17,0,1.5983089244661026
134887.5,457412.5,18,0,-1.8772222991625647
134862.5,457387.5,19,0,0.2270450330833662
134887.5,457387.5,20,0,-0.7404919521694922
134912.5,457387.5,21,1,-0.05016306265412673
135087.5,457237.5,22,1,0.364873419233406
135112.5,457187.5,23,1,0.11305212147713783
135212.5,457162.5,24,1,0.40926858471345984
135312.5,457137.5,25,1,0.42858096166861825
136887.5,457137.5,26,1,-0.5524014076455583
136912.5,457137.5,27,0,-0.1054062414645558
137812.5,457137.5,28,0,-1.2598660974684734
135162.5,457112.5,29,1,-0.7436248586194978
136887.5,457112.5,30,0,-1.461080095487711
135262.5,457062.5,31,1,1.7523102524624408
136362.5,456987.5,32,1,1.8284031376926233
136362.5,456962.5,33,1,-1.5410611038345632
135887.5,456937.5,34,1,-1.4683695526852896
136437.5,456837.5,35,0,-0.2278194564258964
137412.5,456787.5,36,0,1.3475816060436485
137337.5,456762.5,37,0,-0.24917359937808436
137737.5,456762.5,38,1,0.3122276114534812
137737.5,456712.5,39,0,0.6942634238968863
137837.5,456687.5,40,1,-0.9494329701716806
135662.5,456637.5,41,1,0.9380057422034196
136237.5,456587.5,42,1,1.1577842948768184
135737.5,456562.5,43,1,-1.1866508934318616
136237.5,456562.5,44,0,-1.206870834867824
135862.5,456487.5,45,0,1.5421241528168985
135837.5,456462.5,46,0,0.37590907339943813
135887.5,456462.5,47,1,1.4979620246364664
135937.5,456437.5,48,1,-1.7128920665860479
137362.5,456387.5,49,1,-0.5500300840313246
137437.5,456387.5,50,1,-0.7731646279108335
136937.5,456362.5,51,0,-1.3194783081033652
137337.5,456362.5,52,0,-0.3418358917071962
136487.5,456337.5,53,1,0.5238791940541909
136812.5,456337.5,54,0,-1.9130258117631187
136662.5,456312.5,55,0,0.14881733371171668
136687.5,456312.5,56,1,-0.2710973031803925
136487.5,456287.5,57,0,-1.7121849843166856
136662.5,456287.5,58,1,1.2051781648440785
136662.5,456262.5,59,1,0.22055989798253384
135062.5,456212.5,60,0,1.767895241878449
135087.5,456212.5,61,1,1.0036451558952413
136637.5,456162.5,62,0,1.6556716205831385
136737.5,456162.5,63,1,0.03481957827781823
136237.5,456137.5,64,0,1.6431998080473171
136462.5,456137.5,65,0,0.1399673752547339
135487.5,456087.5,66,1,-0.2742923771157115
136662.5,456087.5,67,0,-0.1816852617422775
135537.5,456037.5,68,0,-1.5922362125376157
135562.5,456037.5,69,1,-1.5195792426541002
136462.5,456037.5,70,0,-1.8696036687763131
136237.5,456012.5,71,0,-1.3600398574352628
136512.5,456012.5,72,0,-1.8654490780774
136612.5,456012.5,73,0,1.579294255757719
137387.5,456012.5,74,1,1.2413528577481108
135537.5,455987.5,75,1,-1.3794211462065236
136312.5,455987.5,76,0,-1.4896464762578296
136737.5,455987.5,77,1,-0.9202751843355728
134712.5,455962.5,78,0,0.6497261732466701
135487.5,455962.5,79,1,1.0775449326413704
135512.5,455962.5,80,0,-0.09262829640197134
135537.5,455962.5,81,1,0.22945288429655086
135562.5,455962.5,82,0,1.695648456500361
136312.5,455962.5,83,0,0.08792778931765755
137462.5,455962.5,84,0,-1.836732763613702
137512.5,455962.5,85,0,-1.964546152431922
134737.5,455937.5,86,0,0.6294847686445721
134762.5,455937.5,87,1,1.2034005800223642
135312.5,455937.5,88,0,0.46391220236956077
135337.5,455937.5,89,1,-1.7966467400640092
135487.5,455937.5,90,0,-1.4663153846258647
135537.5,455937.5,91,1,-0.449695744813853
136287.5,455937.5,92,0,-0.13735242009671245
136362.5,455937.5,93,1,-0.5583888197934654
137487.5,455937.5,94,1,1.0633394397829927
136462.5,455912.5,95,0,1.0363905468359627
136712.5,455912.5,96,0,-0.5565229600591257
136887.5,455912.5,97,0,-0.6264316337578455
136037.5,455887.5,98,0,-0.6033959554660795
136387.5,455887.5,99,0,1.2635713929885846
136412.5,455887.5,100,1,-1.2124357181923853
136612.5,455887.5,101,0,0.6062602662785035
134662.5,455862.5,102,1,1.3431219395986655
135587.5,455862.5,103,0,-1.0756035941263935
136087.5,455862.5,104,0,1.0028225578562586
135987.5,455837.5,105,1,0.39728293412074045
135962.5,455812.5,106,1,-0.9740294815673685
136037.5,455812.5,107,0,1.7081044893575408
136162.5,455812.5,108,0,0.691117885502488
136312.5,455812.5,109,1,-1.8028862666386187
136512.5,455812.5,110,1,1.6726933490749443
136637.5,455812.5,111,1,-1.9068472746646612
136712.5,455812.5,112,1,-0.9026394773972868
136187.5,455787.5,113,0,-0.8978163568141007
136587.5,455787.5,114,1,1.1898492355984165
136662.5,455787.5,115,0,-1.0438742150219986
136687.5,455787.5,116,1,0.9058385061561505
137712.5,455787.5,117,0,0.7391021713496837
136037.5,455762.5,118,1,0.44077772594912545
136187.5,455762.5,119,0,0.7808771279167863
135962.5,455737.5,120,0,-1.5353769666669583
135987.5,455737.5,121,1,-0.23107047969267258
137712.5,455737.5,122,1,-1.6258094324720909
137737.5,455737.5,123,1,1.2656027119946311
135812.5,455712.5,124,0,1.5560723272702037
136062.5,455712.5,125,0,-0.24392503286348033
137737.5,455712.5,126,1,-0.11046037785462248
135012.5,455687.5,127,1,1.8236010691690114
135912.5,455687.5,128,1,-1.2686312922473761
136237.5,455687.5,129,0,-1.8491307923949973
136787.5,455687.5,130,1,-1.3918676507244965
137762.5,455687.5,131,0,0.3677770744827775
135937.5,455662.5,132,0,-1.7992948285117207
136037.5,455662.5,133,1,-1.9678396199720387
136062.5,455662.5,134,0,1.8255177622466996
136737.5,455662.5,135,1,1.6212554748990153
137812.5,455662.5,136,1,-0.8707502544161265
136012.5,455612.5,137,0,1.4026261124741755
134287.5,455487.5,138,0,1.4011692164471046
134312.5,455487.5,139,0,1.7148389863107956
134337.5,455412.5,140,1,-1.6189428287591392
137112.5,455412.5,141,0,1.4503104965886644
138237.5,455212.5,142,1,1.56548974680438
135937.5,455112.5,143,0,1.0592681428434831
136912.5,455087.5,144,1,0.0910176391197175
136912.5,455062.5,145,0,-1.2838489397921258
136912.5,455012.5,146,0,0.6185377000454415
136937.5,455012.5,147,0,1.6263375554782962
136912.5,454962.5,148,1,-1.4450753502509968
138112.5,454962.5,149,1,-1.7289577082054306
136912.5,454937.5,150,1,1.7676244946099864
136937.5,454937.5,151,1,-1.3670556814163346
137662.5,454937.5,152,1,-1.9654484398033443
137712.5,454937.5,153,1,1.886420625548793
136937.5,454912.5,154,1,-0.618986270618457
137662.5,454912.5,155,1,0.10356327087866468
136162.5,454762.5,156,1,-0.17227207893133878
136837.5,454562.5,157,0,1.391603545489513
138337.5,454537.5,158,1,-0.8491970253387531
138362.5,454537.5,159,0,-0.5549902357169096
136387.5,454462.5,160,0,0.9977165420157319
136312.5,454387.5,161,0,-1.3231398436049004
136312.5,454362.5,162,0,-0.5753751731586187
136287.5,454337.5,163,1,0.8410137966248659
136312.5,454337.5,164,1,1.5380991530787975
136787.5,454287.5,165,0,-0.17559718254951928
136262.5,454262.5,166,1,0.8683073190301234
136287.5,454137.5,167,0,1.0427961122110436
136837.5,454137.5,168,1,-1.2127903742880193
134862.5,454112.5,169,0,0.5000840595775187
134887.5,454112.5,170,1,1.759819229482233
134962.5,454087.5,171,0,0.4536871031946106
135012.5,454062.5,172,0,-0.34487181698979263
135037.5,454062.5,173,0,-0.7893312018022658
134887.5,454037.5,174,0,-1.6713403078059224
134937.5,454037.5,175,0,-0.10960267459546857
134987.5,454037.5,176,0,-0.042596145005179054
134937.5,454012.5,177,0,-0.26569076029101746
136612.5,453962.5,178,1,-1.923908536386222
136912.5,453862.5,179,1,-1.4922225327609442
136987.5,453862.5,180,1,-1.1429296607778552
136937.5,453837.5,181,0,-1.6960340446722015
136962.5,453837.5,182,1,0.9733640232096987
136937.5,453812.5,183,0,-1.1618865425589902
137037.5,453812.5,184,0,-1.3197009864499845
136987.5,453787.5,185,1,-1.308769911115263
137012.5,453787.5,186,1,1.780769422421999
137012.5,453762.5,187,0,-0.766431462203947
136237.5,453737.5,188,1,1.7792397492443333
136712.5,453412.5,189,1,-0.7236402302872289
